restaurant_name,food_name,calories,protein_g,total_fat_g,sodium_mg,total_carbs_g,saturated_fat_g,trans_fat_g,cholesterol_mg,fiber_g,sugars_g,food_id,food_name_cn,description,allergens,local_image_path,scraped_date
Dairy Queen,Chicken & Gravy Biscuit Sandwich,500,17,24,1160,37,6,0,30,2,1,952556,,"Chicken & Gravy Biscuit Sandwich, Breakfast",,,2026-02-04
Dairy Queen,Banana Shake - Medium,590,16,22,240,83,16,1,55,1,68,14447,,"Banana Shake - Medium, Shakes",,,2026-02-04
Dairy Queen,Reese's Peanut Butter Cups Blizzard -Small,570,15,23,290,79,12,0.5,45,1,68,14334,,"Reese's Peanut Butter Cups Blizzard -Small, Blizzard Treats",,,2026-02-04
Dairy Queen,Biscuit Sandwich with Bacon,420,14,26,940,19,9,0,190,1,1,952549,,"Biscuit Sandwich with Bacon, Breakfast",,,2026-02-04
Dairy Queen,Peanut Butter Sundae - Medium,560,13,32,380,56,10,0,30,2,40,14347,,"Peanut Butter Sundae - Medium, Sundaes",,,2026-02-04
Dairy Queen,Caramel Shake - Small,550,13,20,240,79,14,1,50,0,65,14451,,"Caramel Shake - Small, Shakes",,,2026-02-04
Dairy Queen,Hot Fudge Shake - Small,550,13,22,240,75,17,1,45,0,61,14460,,"Hot Fudge Shake - Small, Shakes",,,2026-02-04
Dairy Queen,Breakfast Bowl – Salsa,780,29,56,1510,39,17,4,360,4,2,952555,,"Breakfast Bowl – Salsa, Breakfast",,,2026-02-04
Dairy Queen,Pancake Platter with Bacon,730,29,42,1970,60,14,0,120,3,11,952573,,"Pancake Platter with Bacon, Breakfast",,,2026-02-04
Dairy Queen,Strawberry Shake - Large,800,21,27,340,120,19,1.5,75,1,105,14463,,"Strawberry Shake - Large, Shakes",,,2026-02-04
Dairy Queen,Reese's Take Five Blizzard - Small,770,21,34,580,99,15,0.5,50,3,76,952603,,"Reese's Take Five Blizzard - Small, Limited Time Offers",,,2026-02-04
Dairy Queen,Banana Shake - Large,750,21,27,310,109,19,1.5,75,2,88,14446,,"Banana Shake - Large, Shakes",,,2026-02-04
Dairy Queen,Snickers Blizzard - Medium,800,19,28,340,120,15,1,65,1,102,928795,,"Snickers Blizzard - Medium, Blizzard Treats",,,2026-02-04
Dairy Queen,Reese's Peanut Butter Cups Blizzard - Medium,750,19,31,380,102,16,1,60,2,88,14332,,"Reese's Peanut Butter Cups Blizzard - Medium, Blizzard Treats",,,2026-02-04
Dairy Queen,Peanut Butter Sundae - Large,780,18,44,520,79,13,0.5,45,3,58,14346,,"Peanut Butter Sundae - Large, Sundaes",,,2026-02-04
Dairy Queen,Caramel Drumstick Blizzard - Medium,2530,58,136,940,301,83,1,140,10,231,952583,,"Caramel Drumstick Blizzard - Medium, Limited Time Offers",,,2026-02-04
Dairy Queen,OREO Dirt Pie Blizzard - Medium,2380,41,95,1290,327,40,1,120,8,235,952630,,"OREO Dirt Pie Blizzard - Medium, Blizzard Treats",,,2026-02-04
Dairy Queen,Reese's Take Five Blizzard - Large,1510,39,66,1150,198,28,1.5,90,6,151,952605,,"Reese's Take Five Blizzard - Large, Limited Time Offers",,,2026-02-04
Dairy Queen,Country Platter with Bacon,1150,39,73,2790,55,24,1,400,3,2,952563,,"Country Platter with Bacon, Breakfast",,,2026-02-04
Dairy Queen,Country Platter with Sausage,1080,32,66,2030,59,22,1,400,3,2,952565,,"Country Platter with Sausage, Breakfast",,,2026-02-04
Dairy Queen,Caramel Drumstick Blizzard - Large,1590,31,78,550,196,55,1.5,85,5,154,952582,,"Caramel Drumstick Blizzard - Large, Limited Time Offers",,,2026-02-04
Dairy Queen,Nestle Drumstick with Peanuts Blizzard -Large,1410,30,75,460,156,53,1,80,5,125,952626,,"Nestle Drumstick with Peanuts Blizzard -Large, Blizzard Treats",,,2026-02-04
Dairy Queen,Peanut Butter Shake - Large,1250,30,72,830,119,26,1.5,75,4,89,14461,,"Peanut Butter Shake - Large, Shakes",,,2026-02-04
Arby's,Curly Fries – Snack,180,13,5,660,21,1.5,0,20,1,2,951614,,"Curly Fries – Snack, Sides & Snacks",,,2026-02-04
Arby's,Crinkle Fries – Snack,180,13,5,660,21,1.5,0,20,1,2,951618,,"Crinkle Fries – Snack, Sides & Snacks",,,2026-02-04
Arby's,Bronco Berry Sauce Adds,150,7,2.5,170,26,1.5,0,10,1,23,951626,,"Bronco Berry Sauce Adds, Sides & Snacks",,,2026-02-04
Arby's,Jalapeno Bites – (8),90,7,2,105,10,1.5,0,10,0,10,951625,,"Jalapeno Bites – (8), Sides & Snacks",,,2026-02-04
Arby's,Natural Cheddar- 1 slice,80,5,6,120,0,3.5,0,20,0,0,951685,,"Natural Cheddar- 1 slice, Toppings",,,2026-02-04
Arby's,Bacon- 3 half strips,70,5,5,250,1,1.5,0,15,0,1,951681,,"Bacon- 3 half strips, Toppings",,,2026-02-04
Arby's,Processed Swiss- 1 slice,40,3,3,200,0,2,0,10,0,0,951690,,"Processed Swiss- 1 slice, Toppings",,,2026-02-04
Arby's,Simply Orange Juice,140,2,0,0,33,0,0,0,1,26,951680,,"Simply Orange Juice, Breakfast",,,2026-02-04
Arby's,Chocolate Shake-Large,310,25,15,910,18,4.5,0,50,1,1,951609,,"Chocolate Shake-Large, Desserts",,,2026-02-04
Arby's,Crinkle Fries – Medium,310,25,15,910,18,4.5,0,50,1,1,951620,,"Crinkle Fries – Medium, Sides & Snacks",,,2026-02-04
Arby's,Chicken Slider,370,23,18,1190,28,3,0,60,2,0,943956,,"Chicken Slider, Sliders",,,2026-02-04
Arby's,Buffalo Chicken Slider,360,23,14,970,37,5,0.5,50,2,5,150130,,"Buffalo Chicken Slider, Sliders, Kids Meals",,,2026-02-04
Arby's,"Ham, Egg & Cheese Wrap",340,17,17,910,29,10,0,70,1,2,951669,,"Ham, Egg & Cheese Wrap, Breakfast",,,2026-02-04
Arby's,Chocolate Shake-Medium,210,17,10,600,12,3,0,35,1,1,951608,,"Chocolate Shake-Medium, Desserts",,,2026-02-04
Arby's,Crinkle Fries – Small,210,17,10,600,12,3,0,35,1,1,951619,,"Crinkle Fries – Small, Sides & Snacks",,,2026-02-04
Arby's,Ham & Swiss Croissant,330,14,19,740,27,10,0,50,1,2,951670,,"Ham & Swiss Croissant, Breakfast",,,2026-02-04
Arby's,Potato Cakes (2),570,42,25,1390,45,14,1,60,2,4,1636,,"Potato Cakes (2), Breakfast",,,2026-02-04
Arby's,Roast Beef Gyro,510,38,24,1610,38,9,1.5,95,2,5,150132,,Roast Beef Gyro,,,2026-02-04
Arby's,"Coca-Cola Zero Sugar, 13oz",470,38,23,1360,28,7,0,75,2,2,943948,,"Coca-Cola Zero Sugar, 13oz, Beverages",,,2026-02-04
Arby's,"Hi-C Flashin’ Fruit Punch, 13oz",560,36,29,1140,42,11,1,95,3,3,924904,,"Hi-C Flashin’ Fruit Punch, 13oz, Beverages",,,2026-02-04
Arby's,"Mello Yello, 13oz",530,34,21,2540,50,10,1,85,2,3,924888,,"Mello Yello, 13oz, Beverages",,,2026-02-04
Arby's,Classic Beef ‘n Cheddar,470,29,19,1230,45,8,0,70,3,9,530,,"Classic Beef ‘n Cheddar, Slow Roasted Beef",,,2026-02-04
Arby's,"Sausage, Egg & Cheese Wrap",460,26,18,1290,47,5,0,155,2,4,951665,,"Sausage, Egg & Cheese Wrap, Breakfast",,,2026-02-04
Arby's,Market Fresh Classic Lemonade - Large,470,25,20,1530,48,3.5,0,45,3,6,951574,,"Market Fresh Classic Lemonade - Large, Limited Time Offers",,,2026-02-04
Arby's,Salted Caramel & Chocolate Cookie,740,49,39,2530,48,14,2,130,2,9,150125,,"Salted Caramel & Chocolate Cookie, Desserts",,,2026-02-04
Arby's,Curly Fries – Kids,610,48,30,2040,38,12,2,130,2,5,170222,,"Curly Fries – Kids, Kids Meals",,,2026-02-04
Arby's,Market Fresh Peach Lemonade - Small,660,43,34,1970,47,9,0.5,85,3,12,951575,,"Market Fresh Peach Lemonade - Small, Limited Time Offers",,,2026-02-04
Arby's,Market Fresh Peach Lemonade - Medium,790,39,45,2490,61,9,0,75,5,7,951576,,"Market Fresh Peach Lemonade - Medium, Limited Time Offers",,,2026-02-04
Arby's,Tree Top Applesauce,630,39,32,2100,48,11,1.5,100,2,9,150106,,"Tree Top Applesauce, Kids Meals",,,2026-02-04
Arby's,Roast Beef Slider,610,39,30,1990,47,4.5,0,100,3,0,943958,,"Roast Beef Slider, Sliders",,,2026-02-04
Arby's,Strawberries & Cream Fried Pie - Small,720,38,28,1930,79,7,0,65,5,15,951568,,"Strawberries & Cream Fried Pie - Small, Limited Time Offers",,,2026-02-04
Arby's,Prime Rib Cheesesteak,680,37,31,2420,62,8,0.5,80,4,5,951570,,"Prime Rib Cheesesteak, Limited Time Offers",,,2026-02-04
Arby's,Real Country Style Rib Sandwich,810,46,35,2520,79,10,0.5,80,5,15,951566,,"Real Country Style Rib Sandwich, Limited Time Offers",,,2026-02-04
Arby's,Horsey Sauce Adds,870,23,29,560,129,19,0.5,95,1,119,951588,,"Horsey Sauce Adds, Slow Roasted Beef",,,2026-02-04
Arby's,Market Fresh Strawberry Lemonade - Large,980,22,28,600,161,18,0.5,90,1,136,951580,,"Market Fresh Strawberry Lemonade - Large, Limited Time Offers",,,2026-02-04
Arby's,Classic Roast Beef,970,22,29,590,158,19,0.5,90,2,138,951584,,"Classic Roast Beef, Slow Roasted Beef",,,2026-02-04
Arby's,"Bacon, Egg & Cheese Biscuit",4990,21,26,1380,41,10,0,145,4,4,951660,,"Bacon, Egg & Cheese Biscuit, Breakfast",,,2026-02-04
Arby's,Sausage Gravy Biscuit,970,18,56,3540,96,27,0,35,3,5,951674,,"Sausage Gravy Biscuit, Breakfast",,,2026-02-04
Arby's,"Sprite, 13oz",610,35,30,1580,51,9,0,80,4,9,924916,,"Sprite, 13oz, Beverages",,,2026-02-04
Arby's,Jamocha Shake-Small,650,29,35,2110,56,14,1,55,3,4,951603,,"Jamocha Shake-Small, Desserts",,,2026-02-04
Jack in the Box,"Taco, Regular (1 Taco)",170,6,9,360,16,3,0,15,2,1,96335,,"Taco, Regular (1 Taco), Snacks & Sides",,,2026-02-04
Jack in the Box,Real Swiss Cheese,70,5,6,80,0,3.5,0,20,0,0,933720,,"Real Swiss Cheese, Cheeses",,,2026-02-04
Jack in the Box,Mini Pancakes (8 pc.),140,4,1.5,350,28,0,0,0,1,6,17525,,"Mini Pancakes (8 pc.) , Kids, Breakfast",,,2026-02-04
Jack in the Box,Seasoned Curly Fries (Kid’s),200,2,11,440,21,1,0,0,2,0,17535,,"Seasoned Curly Fries (Kid’s), Kids",,,2026-02-04
Jack in the Box,Hash Browns,190,2,13,350,17,1,0,0,2,0,27979,,"Hash Browns, Breakfast",,,2026-02-04
Jack in the Box,American Cheese,40,2,3.5,200,0,2,0,10,0,0,933717,,"American Cheese , Cheeses",,,2026-02-04
Jack in the Box,Swiss Style Cheese,40,2,3,140,1,2,0,10,0,0,933721,,"Swiss Style Cheese, Cheeses",,,2026-02-04
Jack in the Box,Creamy Southwest Dressing,190,1,19,740,3,3,0,20,0,1,2877,,"Creamy Southwest Dressing , Salads",,,2026-02-04
Jack in the Box,Chicken Club Salad with Julienne Chicken,350,39,18,910,10,8,0,105,3,5,947427,,"Chicken Club Salad with Julienne Chicken, Salads",,,2026-02-04
Jack in the Box,Southwest Chicken Salad with Grilled Chicken,340,29,14,780,28,7,0,75,7,4,61650,,"Southwest Chicken Salad with Grilled Chicken, Salads",,,2026-02-04
Jack in the Box,Southwest Chicken Salad with Julienne Chicken,340,29,13,780,28,6,0,75,7,4,953137,,"Southwest Chicken Salad with Julienne Chicken, Salads",,,2026-02-04
Jack in the Box,Chicken Fajita Pita made with Whole Grain (with salsa),330,27,9,790,35,4.5,0,60,4,4,17469,,"Chicken Fajita Pita made with Whole Grain (with salsa)  , Chicken & More",,,2026-02-04
Jack in the Box,Chicken Fajita Pita made with Whole Grain (no salsa),320,27,9,670,34,4.5,0,60,3,3,336,,"Chicken Fajita Pita made with Whole Grain (no salsa), Better for You, Chicken & More",,,2026-02-04
Jack in the Box,Chicken Club Salad with Grilled Chicken,220,25,8,700,13,2.5,0,60,3,5,933759,,"Chicken Club Salad with Grilled Chicken, Salads",,,2026-02-04
Jack in the Box,Grilled Chicken Salad with Julienne Chicken,230,23,8,590,12,3.5,0,80,4,4,947430,,"Grilled Chicken Salad with Julienne Chicken, Salads",,,2026-02-04
Jack in the Box,Grilled Chicken Salad,220,23,9,520,14,4,0,65,4,4,947367,,"Grilled Chicken Salad , Better for You",,,2026-02-04
Jack in the Box,Sourdough Grilled Chicken Club,580,39,30,1500,38,8,0,95,3,6,337,,"Sourdough Grilled Chicken Club, Chicken & More",,,2026-02-04
Jack in the Box,Chicken Club Salad with Crispy Chicken Strips,540,37,31,1620,29,9,0,95,5,4,933758,,"Chicken Club Salad with Crispy Chicken Strips , Salads",,,2026-02-04
Jack in the Box,Grilled Sourdough Swiss Sandwich,580,36,34,1490,36,12,0,500,2,4,933715,,"Grilled Sourdough Swiss Sandwich, Breakfast",,,2026-02-04
Jack in the Box,Southwest Chicken Salad with Crispy Chicken Strips,530,34,26,1560,45,7,0,85,9,5,61651,,"Southwest Chicken Salad with Crispy Chicken Strips , Salads",,,2026-02-04
Jack in the Box,Ultimate Breakfast Sandwich,520,31,31,1540,30,11,0,490,1,4,958,,"Ultimate Breakfast Sandwich, Breakfast",,,2026-02-04
Jack in the Box,Jumbo Jack Cheeseburger,600,28,40,1110,33,14,1.5,80,2,6,159,,"Jumbo Jack Cheeseburger , Burgers & More, Jack's Deals",,,2026-02-04
Jack in the Box,Grilled Chicken Salad with Crispy Chicken Strips,420,28,21,1300,31,4.5,0,70,6,6,947428,,"Grilled Chicken Salad with Crispy Chicken Strips, Salads",,,2026-02-04
Jack in the Box,Jumbo Breakfast Platter with Bacon,540,23,29,1390,47,6,0,345,3,7,17523,,"Jumbo Breakfast Platter with Bacon, Breakfast",,,2026-02-04
Jack in the Box,Crispy Chicken Strips (4 pc.),620,44,31,2350,42,3,0,115,4,2,921920,,"Crispy Chicken Strips (4 pc.)    , Chicken & More",,,2026-02-04
Jack in the Box,Homestyle Ranch Chicken Club,760,40,39,2040,65,8,0,80,4,8,339,,"Homestyle Ranch Chicken Club, Chicken & More",,,2026-02-04
Jack in the Box,Meat Lovers Breakfast Burrito (no salsa),790,39,50,1500,48,22,0.5,390,3,3,135603,,"Meat Lovers Breakfast Burrito (no salsa), Breakfast",,,2026-02-04
Jack in the Box,Jack's Spicy Chicken with Cheese,760,36,44,1790,56,8,0,80,4,5,340,,"Jack's Spicy Chicken with Cheese  , Chicken & More",,,2026-02-04
Jack in the Box,Loaded Breakfast Sandwich,710,36,47,1690,36,16,0,515,2,4,31542,,"Loaded Breakfast Sandwich, Breakfast",,,2026-02-04
Jack in the Box,Sourdough Jack,700,35,45,1370,39,15,1.5,95,3,7,158,,"Sourdough Jack, Burgers & More",,,2026-02-04
Jack in the Box,Chicken Teriyaki Bowl,630,34,6,2120,109,1.5,0,65,3,34,27640,,"Chicken Teriyaki Bowl, Chicken & More, Better For You",,,2026-02-04
Jack in the Box,Classic Buttery Jack,790,33,51,1030,51,21,2,110,4,13,121770,,"Classic Buttery Jack , Burgers & More",,,2026-02-04
Jack in the Box,Crispy Chicken Strips (6 pc.),930,65,46,3520,63,5,0,170,6,4,947426,,"Crispy Chicken Strips (6 pc.), Chicken & More",,,2026-02-04
Jack in the Box,Stacked Grilled Cheese Burger Munchie Meal,1870,55,92,3400,211,27,2.5,130,13,78,96322,,"Stacked Grilled Cheese Burger Munchie Meal , Jack's Munchie Meals",,,2026-02-04
Jack in the Box,Bacon Ultimate Cheeseburger,930,55,65,1960,32,25,3,165,1,6,164,,"Bacon Ultimate Cheeseburger , Burgers & More",,,2026-02-04
Jack in the Box,Spicy Nacho Chicken Munchie Meal,1940,53,93,3930,231,15,1,90,14,77,121779,,"Spicy Nacho Chicken Munchie Meal , Jack's Munchie Meals",,,2026-02-04
Jack in the Box,Ultimate Cheeseburger,840,47,59,1550,31,23,3,150,1,5,163,,"Ultimate Cheeseburger, Burgers & More",,,2026-02-04
Jack in the Box,Double Jack,830,46,58,1430,33,21,3,140,2,7,121769,,"Double Jack , Burgers & More",,,2026-02-04
Jack in the Box,Sriracha Curly Fry Burger Munchie Meal,1720,44,87,2890,196,20,2,105,11,75,153527,,"Sriracha Curly Fry Burger Munchie Meal, Jack's Munchie Meals",,,2026-02-04
Jack in the Box,Chick-N-Tater Melt Munchie Meal,1940,43,103,3420,215,25,1.5,110,12,77,96327,,"Chick-N-Tater Melt Munchie Meal , Jack's Munchie Meals",,,2026-02-04
